"ts","MP","par","seconds","TACw","PGKw","LRPw","SSQ"
"2025-09-08 22:16:47","SP",0.762342555620847,70.9447648525238,31362.3025316296,0.57748,0.20441,0.000595848100000001
"2025-09-08 22:17:57","SP",0.710377866509968,69.794261932373,30792.9420930942,0.59222,0.19463,0.0002140369
"2025-09-08 22:19:07","SP",0.678261922424624,69.7380785942078,30446.8780221007,0.60852,0.18196,3.84160000000007e-06
"2025-09-08 22:20:14","SP",0.65841317739909,66.6284592151642,30243.4448144603,0.63007,0.16578,0.0002022084
"2025-09-08 22:21:21","SP",0.684037923693563,67.2574865818024,30497.6620730095,0.6043,0.18396,1.56816000000002e-05
"2025-09-08 22:22:27","SP",0.674928578984401,66.1846516132355,30405.6923003296,0.61119,0.18007,4.90000000000203e-09
"2025-09-08 22:23:35","SP",0.668620256916666,68.0648217201233,30313.6112597977,0.62037,0.17463,2.88368999999998e-05
"2025-09-08 22:24:41","SP",0.674928578984401,65.699990272522,30405.6923003296,0.61119,0.18007,4.90000000000203e-09
"2025-09-08 22:25:50","SPAH",2.32269776693813,63.6048007011414,31403.2581383027,0.71763,0.08537,0.0089548369
"2025-09-08 22:27:14","SPAH",3.72730223306187,84.0099270343781,32034.2196657733,0.63656,0.1393,0.00165649
"2025-09-08 22:28:55","SPAH",4.59539553387625,101.371416330338,32130.0281559772,0.59459,0.17189,6.57721000000001e-05
"2025-09-08 22:30:38","SPAH",4.78041296755663,102.658004045486,32133.9509376204,0.58548,0.17819,3.27610000000002e-06
"2025-09-08 22:32:23","SPAH",4.80690402913299,104.868281126022,32145.6727421336,0.5843,0.17893,1.14489999999997e-06
"2025-09-08 22:34:08","SPAH",4.82672014416419,105.79894733429,32148.8244754002,0.58378,0.17952,2.30399999999981e-07
"2025-09-08 22:36:01","SPAH",5.2748731707779,112.974164962769,32153.8745131937,0.56863,0.19341,0.0001798281
"2025-09-08 22:37:48","SPAH",4.84796390806334,106.670653820038,32138.1932000925,0.58337,0.17985,2.2499999999995e-08
"2025-09-08 22:39:35","SPAH",4.84286727821929,107.072311639786,32142.4363471667,0.58356,0.17974,6.75999999999909e-08
"2025-09-08 22:41:27","SPAH",5.01102873630814,111.709336996078,32143.1150872799,0.57956,0.18589,3.46921000000001e-05
"2025-09-08 22:43:14","SPAH",4.92162810559035,106.823210000992,32139.5184066422,0.58211,0.18259,6.70810000000005e-06
"2025-09-08 22:45:02","SPAH",4.87610112776467,108.678259849548,32148.3981697848,0.58289,0.18052,2.70400000000021e-07
"2025-09-08 22:46:51","SPAH",4.85871136964033,108.609894037247,32141.9845000407,0.58341,0.18022,4.83999999999991e-08
"2025-09-08 22:48:40","SPAH",4.85164198603464,108.557616233826,32138.3993056409,0.58341,0.17996,1.59999999999876e-09
"2025-09-08 22:50:27","SPAH",4.85497539166308,107.880269527435,32141.8791672471,0.58333,0.18004,1.60000000000098e-09
"2025-09-08 22:52:16","SPAH",4.85164198603464,108.454254865646,32138.3993056409,0.58341,0.17996,1.59999999999876e-09
